actor_1_name,actor_2_name,actor_3_name,director_name,genres,gross,budget,imdb_score 
Romola Garai,Roger Lloyd Pack,Lillete Dubey,Mira Nair,Drama,16123851,23000000,6.2
Bingbing Fan,Simon Yam,Nicholas Tse,Teddy Chan,Action|Drama|History,,23000000,6.9
Drew Powell,Kim Thomson,Alexandra Silber,Mikael Håfström,Fantasy|Horror,71975611,25000000,6.8
Cem Yilmaz,Ryan Corr,Steve Bastoni,Russell Crowe,Drama|War,4190530,22500000,7.1
Dennis Quaid,Jay Hernandez,Angus T. Jones,John Lee Hancock,Drama|Family|Sport,75597042,20000000,7.0
Dwayne Johnson,Kyra Sedgwick,Madison Pettis,Andy Fickman,Comedy|Family|Sport,90636983,22000000,6.2
Louis Lombardi,Michael Papajohn,Colleen Haskell,Luke Greenfield,Comedy|Sci-Fi,55762229,22000000,4.8
Manish Dayal,Charlotte Le Bon,Juhi Chawla,Lasse Hallström,Comedy|Drama,54235441,22000000,7.3
Dianne Wiest,Loretta Devine,Richard Schiff,Jessie Nelson,Drama,40270895,22000000,7.6
Roma Downey,Amber Rose Revah,Darwin Shaw,Christopher Spencer,Biography|Drama|History,59696176,22000000,5.6
Sophia Myles,Kevin Grevioux,Shane Brolly,Len Wiseman,Action|Fantasy|Thriller,51483949,22000000,7.0
Denis O'Hare,RZA,Xzibit,Mikael Håfström,Drama|Thriller,36020063,22000000,6.6
Matt Damon,Joel McHale,Thomas F. Wilson,Steven Soderbergh,Comedy|Crime|Drama|Thriller,33313582,21000000,6.5
Carlos Ponce,Eddie Griffin,Charles Keating,Mike Bigelow,Comedy,22264487,22000000,4.6
Jack Reynor,Bobby Moynihan,Matthew Daddario,Ken Scott,Comedy|Drama,30659817,26000000,6.4
Daniel Radcliffe,Spencer Wilding,Daniel Mays,Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,5773519,40000000,6.0
Radivoje Bukvic,Pawel Szajda,Grigoriy Dobrygin,Susanna White,Thriller,3108216,,6.4
Amanda Detmer,Neil Diamond,Kyle Gass,Dennis Dugan,Comedy|Crime|Romance,19351569,22000000,5.9
Zachary Gordon,Rachael Harris,Karan Brar,David Bowers,Comedy|Family,49002815,22000000,6.4
Will Ferrell,Shannon Elizabeth,Jason Mewes,Kevin Smith,Comedy,30059386,22000000,6.9
Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Michael Bay,Action|Adventure|Romance|Sci-Fi|Thriller,35799026,126000000,6.9
Chris Noth,Bruce Dern,Trevor Morgan,Daniel Sackheim,Crime|Drama|Mystery|Thriller,17951431,30000000,5.8
Scarlett Johansson,Channing Tatum,Alden Ehrenreich,Ethan Coen,Comedy|Mystery,29997095,22000000,6.4
Rosario Dawson,Paulo Costanzo,Aries Spears,Harry Elfont,Comedy|Music,14252830,22000000,5.3
Jason Statham,James Franco,Frank Grillo,Gary Fleder,Action|Crime|Drama|Thriller,19783777,22000000,6.5
Richard E. Grant,Jim Carter,Alice Krige,Uli Edel,Adventure|Comedy|Family|Fantasy,13555988,22000000,5.7
Naomi Watts,Lily Tomlin,Isabelle Huppert,David O. Russell,Comedy,12784713,22000000,6.7
Michael Biehn,Udo Kier,Franco Nero,Brian Trenchard-Smith,Action|Adventure|Fantasy|Sci-Fi|Thriller,5974653,22000000,4.1
Ed Skrein,Noémie Lenoir,Radivoje Bukvic,Camille Delamarre,Action|Crime|Thriller,16027866,25000000,5.1
Johnny Depp,Jack Davenport,Richard Coyle,Laurence Dunmore,Drama|Romance,4829497,,6.4
Michiel Huisman,Sebastian Koch,Christian Berkel,Paul Verhoeven,Drama|Thriller|War,4398392,21000000,7.8
Gary Lewis,Dany Boon,Ian Richardson,Christian Carion,Drama|History|Music|Romance|War,1050445,22000000,7.8
Bradley Cooper,Tom Arnold,Beau Bridges,David Palmer,Action|Comedy|Romance,13746550,2000000,6.1
Stephen Root,Ted Danson,Roger Cross,Callie Khouri,Comedy|Crime|Thriller,20668843,22000000,5.8
Colin Firth,Ben Crompton,Anne-Marie Duff,Rowan Joffe,Drama|Mystery|Thriller,2963012,22000000,6.3
Robert De Niro,Milla Jovovich,Frances Conroy,John Curran,Drama|Thriller,1796024,22000000,5.4
Romain Duris,Ludivine Sagnier,Fabrice Luchini,Laurent Tirard,Comedy|History,634277,16000000,7.3
Christian Bale,Sam Shepard,Dendrie Taylor,Scott Cooper,Crime|Drama|Thriller,11326836,22000000,6.8
Tom Wilkinson,Denis O'Hare,Sydney Pollack,Tony Gilroy,Crime|Drama|Mystery|Thriller,49024969,25000000,7.3
Pablo Rago,Diego Ramos,Gabriel Almirón,Juan José Campanella,Adventure|Animation|Family|Sport,,22000000,6.7
Ornella Muti,Judy Davis,Alessandra Mastronardi,Woody Allen,Comedy|Romance,16684352,17000000,6.3
Peter Dinklage,Ewen Bremner,Kris Marshall,Frank Oz,Comedy,8579684,9000000,7.4
Keanu Reeves,D.B. Sweeney,DeWayne Warren,Brian Robbins,Drama|Sport,40219708,21000000,6.3
Jennifer Lawrence,Robert De Niro,Bradley Cooper,David O. Russell,Comedy|Drama|Romance,132088910,21000000,7.8
Hunter Parrish,Scott Glenn,Imelda Staunton,Richard LaGravenese,Biography|Crime|Drama,36581633,21000000,7.5
Omari Hardwick,Loretta Devine,Kimberly Elise,Tyler Perry,Drama,37721949,,6.0
Jason Statham,Qi Shu,Matt Schulze,Louis Leterrier,Action|Crime|Thriller,25296447,21000000,6.8
Djimon Hounsou,Neil Brown Jr.,Leslie Hope,Jeff Wadlow,Action|Drama|Sport,24848292,20000000,6.6
Catherine O'Hara,Jim Gaffigan,Carmen Ejogo,Sam Mendes,Comedy|Drama|Romance,9430988,17000000,7.1
Madeline Carroll,Judge Reinhold,Nathan Lane,Joshua Michael Stern,Comedy|Drama,16284360,21000000,6.1
Jake Gyllenhaal,Holly Hunter,Bob Clendenin,Brad Silberling,Drama|Romance,6830957,21000000,6.7
Benedict Cumberbatch,Colin Firth,Gary Oldman,Tomas Alfredson,Drama|Mystery|Thriller,24104113,20000000,7.1
Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart,Jodie Foster,Drama,958319,21000000,6.7
Ian Somerhalder,Christina Milian,Rick Gonzalez,Jim Sonzero,Drama|Horror|Sci-Fi|Thriller,20259297,20000000,4.7
Angus T. Jones,Kimberly J. Brown,Steve Harris,Adam Shankman,Comedy,132541238,33000000,5.5
Bam Margera,Steve-O,Chris Pontius,Jeff Tremaine,Action|Comedy|Documentary,117224271,20000000,7.1
Jamie Lee Curtis,Nick Zano,Ali Hillis,Raja Gosnell,Adventure|Comedy|Drama|Family|Romance,94497271,20000000,3.7
Mackenzie Foy,Lili Taylor,Hayley McFarland,James Wan,Horror|Mystery|Thriller,137387272,20000000,7.5
Nia Long,Tracy Morgan,Jay Mohr,Brian Levant,Adventure|Comedy|Family|Romance,82301521,32000000,4.6
Gary Cole,Mark Duplass,Ben Falcone,Ben Falcone,Comedy,84518155,20000000,4.9
Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,D.J. Caruso,Drama|Mystery|Thriller,80050171,20000000,6.9
Miranda Cosgrove,Sarah Silverman,Mike White,Richard Linklater,Comedy|Music,81257845,35000000,7.1
Jessica Paré,Christopher Cousins,Mark Camacho,Paul McGuigan,Drama|Mystery|Romance|Thriller,12831121,30000000,7.0
Busy Philipps,Jaime King,Brittany Daniel,Keenen Ivory Wayans,Comedy|Crime,69148997,37000000,5.4
Shailene Woodley,Nick Krause,Beau Bridges,Alexander Payne,Comedy|Drama,82624961,20000000,7.3
Tim Blake Nelson,Zane Holtz,Ski Carr,Andrew Davis,Adventure|Comedy|Drama|Family|Mystery,67325559,20000000,7.1
Kelly Preston,Bobby Coleman,Melissa Ordway,Julie Anne Robinson,Drama|Family|Music|Romance,62933793,20000000,5.8
Quvenzhané Wallis,Scoot McNairy,Taran Killam,Steve McQueen,Biography|Drama|History,56667870,20000000,8.1
Leonard Roberts,Nick Cannon,Jason Weaver,Charles Stone III,Comedy|Drama|Music|Romance,56398162,20000000,5.7
Michael Jai White,Cicely Tyson,Tasha Smith,Tyler Perry,Comedy|Drama|Romance,60072596,20000000,4.4
Sam Claflin,Emilia Clarke,Brendan Coyle,Thea Sharrock,Drama|Romance,56154094,20000000,7.6
John Amos,Tom Arnold,Romeo Miller,Tyler Perry,Comedy|Crime|Drama,65623128,20000000,4.8
Mila Kunis,Jay Hernandez,Jada Pinkett Smith,Jon Lucas,Comedy,55461307,20000000,6.7
Alyson Hannigan,Carmen Electra,Fred Willard,Aaron Seltzer,Comedy|Romance,48546578,20000000,2.7
Roger Rees,Rob Paulsen,Spencer Breslin,Robin Budd,Adventure|Animation|Family|Fantasy,48423368,20000000,5.8
David Oyelowo,Tom Wilkinson,Oprah Winfrey,Ava DuVernay,Biography|Drama|History,52066000,20000000,7.5
Haley Joel Osment,Phil Collins,Tony Jay,Steve Trenbirth,Adventure|Animation|Family|Musical,47887943,20000000,5.4
Barry Watson,Skye McCole Bartusiak,Charles Mesure,Stephen Kay,Drama|Horror|Mystery|Thriller,46363118,20000000,4.1
Nia Long,Amber Valletta,Marc Macaulay,Mennan Yapo,Drama|Mystery|Thriller,47852604,20000000,5.9
Kath Soucie,John Fiedler,Ken Sansom,Jun Falkenstein,Animation|Comedy|Drama|Family|Musical,45542421,30000000,6.3
Jimmy Bennett,CCH Pounder,Aryana Engineer,Jaume Collet-Serra,Horror|Mystery|Thriller,41573740,,7.0
Jay Hernandez,Joseph Julian Soria,Edgar Arreola,Boaz Yakin,Adventure|Family,42652003,20000000,6.8
David Carradine,Carmen Electra,Fred Willard,Jason Friedberg,Adventure|Comedy,39737645,20000000,2.3
Billy Crudup,Jamey Sheridan,Brian d'Arcy James,Tom McCarthy,Biography|Crime|Drama|History,44988180,20000000,8.1
Jay Hernandez,Justin Chambers,Robert Pine,Neil LaBute,Crime|Drama|Thriller,39263506,22000000,6.1
Sarah Michelle Gellar,Sarah Roemer,Matthew Knight,Takashi Shimizu,Horror|Thriller,39143839,20000000,5.0
Robin Williams,Tina Fey,Amy Poehler,Barry Levinson,Comedy|Drama|Romance|Thriller,37442180,20000000,6.2
Violante Placido,Thekla Reuten,Filippo Timi,Anton Corbijn,Crime|Drama|Thriller,35596227,20000000,6.3
Diedrich Bader,Dave Foley,Anneliese van der Pol,Jason Friedberg,Comedy,36658108,20000000,3.5
Brad Pitt,Harriet Walter,Dermot Crowley,Alejandro G. Iñárritu,Drama,34300771,25000000,7.5
Tina Fey,Abigail Spencer,Jane Fonda,Shawn Levy,Comedy|Drama,34290142,19800000,6.6
Philip Seymour Hoffman,Meryl Streep,Carrie Preston,John Patrick Shanley,Drama|Mystery,33422556,20000000,7.5
Jeremy Shada,Maurice LaMarche,Trey Parker,Trey Parker,Action|Comedy,32774834,30000000,7.2
Gunnar Hansen,Keram Malicki-Sánchez,Shaun Sipos,John Luessenhop,Horror|Thriller,34334256,11000000,4.8
Marisa Saks,Snoop Dogg,Molly Shannon,Malcolm D. Lee,Comedy,32014289,20000000,3.5
James Franco,Denis O'Hare,Lucas Grabeel,Gus Van Sant,Biography|Drama|History,31838002,20000000,7.6
Peter Firth,Jan Cornet,María Botto,Kevin Reynolds,Action|Adventure|Drama|Mystery,36874745,20000000,6.3
Isaiah Washington,Ron Eldard,Francesca Rettondini,Steve Beck,Horror,30079316,35000000,5.5
Patton Oswalt,Thomas Lennon,Paula Garcés,Todd Strauss-Schulson,Adventure|Comedy,35033759,19000000,6.3
Sela Ward,Paige Turco,Skyler Samuels,Nelson McCormick,Crime|Thriller,29062561,,5.6
Tom Wilkinson,Jesper Christensen,Romi Aboulafia,John Madden,Drama|Thriller,31146570,20000000,6.9
Drake Bell,Lili Taylor,Lisa Bonet,Stephen Frears,Comedy|Drama|Music|Romance,27277055,20000000,7.6
Johnny Lewis,Jason Beghe,Margaret Cho,Eric Valette,Horror|Mystery,26876529,27000000,3.9
Jason Statham,Saffron Burrows,Daniel Mays,Roger Donaldson,Crime|Drama|Romance|Thriller,30028592,20000000,7.3
Kate Winslet,Kirsten Dunst,Tom Wilkinson,Michel Gondry,Drama|Fantasy|Romance|Sci-Fi,34126138,20000000,8.3
Jamie Lee Curtis,James Wolk,Christine Lakin,Andy Fickman,Comedy|Family|Romance,25677801,20000000,5.8
Keanu Reeves,Chris Evans,Noel Gugliemi,David Ayer,Action|Crime|Drama|Thriller,26415649,20000000,6.8
Michael Smiley,Thomas Law,Jasper Levine,Edgar Wright,Action|Comedy|Sci-Fi,26003149,20000000,7.0
Kay Panabaker,Laura Harring,Tate Donovan,Andrew Fleming,Comedy|Crime|Family|Mystery|Romance|Thriller,25584685,20000000,5.9
Jay Laga'aia,Damien Garvey,Tiffany Lamb,Michael Spierig,Action|Horror|Sci-Fi|Thriller,29975979,20000000,6.5
Mike Vogel,Kim Shaw,Geoff Stults,Jim Field Smith,Comedy|Romance,31584722,20000000,6.4
Leighton Meester,Luke Bracey,Brett Cullen,Thomas Bezucha,Adventure|Comedy|Family|Romance,23179303,20000000,5.8
Adam Goldberg,Frankie Muniz,Samaire Armstrong,William Brent Bell,Horror|Thriller,23078294,9000000,5.1
Kevin Sussman,Larry Miller,Christine Lakin,Anthony Bell,Adventure|Animation|Comedy|Family|Romance,25077977,20000000,5.3
Laura Ramsey,Kyle Schmid,Toby Hemingway,Renny Harlin,Action|Fantasy|Horror|Thriller,23292105,20000000,5.3
Jeff Bridges,Vanessa Lengies,John Patrick Amedori,Jessica Bendinger,Comedy|Drama|Sport,26870825,,6.4
Jimmy Bennett,Leo Howard,Jake Short,Robert Rodriguez,Comedy|Family|Fantasy,20916309,40000000,4.9
Samira Wiley,Marc John Jefferies,Emily Meade,Henry Joost,Adventure|Crime|Mystery|Sci-Fi|Thriller,28876924,20000000,7.1
Viggo Mortensen,James Gammon,Tom Bower,Ed Harris,Crime|Drama|Western,20207003,,6.8
Dane Cook,Taran Killam,Riki Lindhome,Howard Deutch,Comedy|Romance,19151864,40000000,5.9
Alex Pettyfer,Bruce Greenwood,Rhys Wakefield,Shana Feste,Drama|Romance,23393765,20000000,6.3
Hector Elizondo,Zachary Gordon,Jane Fonda,Garry Marshall,Comedy|Drama,18882880,20000000,5.9
Adam Sandler,Don Cheadle,John de Lancie,Mike Binder,Drama,19661987,20000000,7.5
Kristen Stewart,William Hurt,Hal Holbrook,Sean Penn,Adventure|Biography|Drama,18352454,15000000,8.2
Jon Heder,Sarah Silverman,Jacinda Barrett,Todd Phillips,Comedy,17803796,20000000,5.9
Radha Mitchell,Deborah Kara Unger,Martin Donovan,Michael J. Bassett,Adventure|Drama|Horror|Mystery|Thriller,17529157,20000000,5.0
Kath Soucie,Brenda Blethyn,John Fiedler,Frank Nissen,Animation|Family|Fantasy|Mystery,18081626,20000000,6.4
Shengyi Huang,Chi Ling Chiu,Qiu Yuen,Stephen Chow,Action|Comedy|Crime|Fantasy,17104669,20000000,7.8
Haley Joel Osment,Alex Rocco,Stephen Root,Peter Hastings,Comedy|Family|Music|Musical,16988996,35000000,4.0
Mustafa Haidari,Shaun Toub,Khalid Abdalla,Marc Forster,Drama,15797907,20000000,7.6
Naomi Watts,Eddie Marsan,Danny Huston,Alejandro G. Iñárritu,Drama,16248701,20000000,7.7
Cole Hauser,Tom Hollander,Kelly Carlson,Paul Abascal,Action|Crime|Drama|Thriller,15712072,20000000,5.8
Kristen Stewart,Taylor Lautner,Anna Kendrick,Catherine Hardwicke,Drama|Fantasy|Romance,191449475,37000000,5.2
Thomas Lennon,Lochlyn Munro,James Brolin,Chris Koch,Comedy|Romance,15408822,20000000,5.6
Andy Dick,Robert Miano,Zak Orth,Amy Heckerling,Comedy|Romance,15464026,20000000,5.3
Ronald Reagan,Michael Moore,Bernie Sanders,Michael Moore,Crime|Documentary|News,14359793,,7.4
Julia Roberts,Michael Kelly,Joe Cole,Billy Ray,Crime|Drama|Mystery|Thriller,,19500000,6.2
Carmen Electra,Tony Cox,Ike Barinholtz,Jason Friedberg,Comedy,14174654,25000000,1.9
Andrew Fiscella,Fred Ward,Lorna Raver,Nimród Antal,Action|Crime|Thriller,15988876,27000000,5.7
Chris Evans,Ari Graynor,Ed Begley Jr.,Mark Mylod,Comedy|Romance,13987482,20000000,6.0
Joseph Gilgun,Vincent Regan,Jacky Ido,James Mather,Action|Adventure|Sci-Fi|Thriller,14291570,20000000,6.1
Amy Poehler,Ariel Gade,Sam Lerner,Barry Levinson,Comedy,12181484,40000000,4.8
Jason Statham,Clifton Collins Jr.,David Carradine,Mark Neveldine,Action|Crime|Sci-Fi|Thriller,13630226,20000000,6.2
James Callis,Tiffany Dupont,Nimrat Kaur,Michael O. Sajbel,Biography|Drama|History,13391174,20000000,6.3
Brendan Fraser,Tzi Ma,Holmes Osborne,Phillip Noyce,Drama|Mystery|Romance|Thriller|War,12987647,30000000,7.1
Nicolas Cage,Hope Davis,Michael Rispoli,Gore Verbinski,Comedy|Drama,12469811,22000000,6.6
Fisher Stevens,Wes Studi,Jon Seda,Walter Hill,Action|Crime|Drama|Sport,12398628,20000000,6.1
Aasif Mandvi,Dequina Moore,Jordan Carlos,David Koepp,Comedy|Drama|Fantasy|Romance,13214030,20000000,6.7
Taylor Cole,Ashley Scott,Nick Gomez,Renny Harlin,Action|Crime|Thriller,12232937,22000000,5.6
Chloë Grace Moretz,Dylan Minnette,Kodi Smit-McPhee,Matt Reeves,Drama|Fantasy|Horror|Mystery,12134420,20000000,7.2
Quinton Aaron,Mia Farrow,Melonie Diaz,Michel Gondry,Comedy,11169531,20000000,6.4
Bob Hoskins,Christopher Guest,Sarah Solemani,Stephen Frears,Comedy|Drama|Music|War,11034436,20000000,7.1
Kate Winslet,Norman Reedus,Clifton Collins Jr.,John Hillcoat,Action|Crime|Drama|Thriller,12626905,20000000,6.3
Bradley Cooper,Omar Sy,Riccardo Scamarcio,John Wells,Comedy|Drama,13650738,20000000,6.6
Peter Dinklage,Ewen Bremner,Kris Marshall,Frank Oz,Comedy,8579684,9000000,7.4
Aisha Tyler,Kelly Preston,Edi Gathegi,James Wan,Action|Crime|Thriller,9525276,20000000,6.8
Robert De Niro,James Frain,Brendan Sexton III,Kirk Jones,Adventure|Drama,8855646,21000000,7.2
Scott Baio,Vanessa Angel,Peter Wingfield,Bob Clark,Comedy|Family|Sci-Fi,9109322,20000000,1.9
Miguel Ferrer,Susie Essman,Gigi Rice,Les Mayfield,Action|Comedy|Crime,8326035,33000000,5.5
Callum Rennie,Will Patton,Cedric the Entertainer,Les Mayfield,Action|Comedy|Crime,8104069,20000000,4.5
Debbie Reynolds,Nia Vardalos,Dash Mihok,Michael Lembeck,Comedy|Crime|Music,8054280,20000000,6.3
Martin Dew,Katherine Waterston,Serena Scott Thomas,Paul Thomas Anderson,Comedy|Crime|Drama|Mystery|Romance,8093318,20000000,6.7
Jimmy Fallon,Kylie Minogue,Jon Stewart,Dave Borthwick,Adventure|Animation|Comedy|Family|Fantasy,7382993,20000000,2.8
Chris Brown,Caity Lotz,Laz Alonso,Benson Lee,Drama|Music,8888355,20000000,5.0
Chriss Anglin,Geoffrey Arend,Gary Coleman,David Zucker,Comedy|Fantasy,7001720,12000000,4.3
Alexa PenaVega,Demián Bichir,Marko Zaror,Robert Rodriguez,Action|Comedy|Crime|Thriller,7268659,20000000,5.6
Laura Harring,Ty Olsson,Jackie Burroughs,Glen Morgan,Drama|Horror|Sci-Fi|Thriller,6852144,22000000,6.2
Kevin Alejandro,Ashley Scott,Jeff Garlin,Fred Wolf,Adventure|Comedy,6563357,20000000,5.3
Tom Wilkinson,Cary-Hiroyuki Tagawa,Michael Rapaport,Alejandro Monteverde,Drama|War,6420319,20000000,7.4
Michael Fassbender,Viggo Mortensen,Sarah Gadon,David Cronenberg,Biography|Drama|Thriller,5702083,15000000,6.5
Robert Downey Jr.,Keanu Reeves,Rory Cochrane,Richard Linklater,Animation|Drama|Mystery|Sci-Fi|Thriller,5480996,8700000,7.1
Gerard Butler,Abigail Spencer,Leven Rambin,Michael Apted,Biography|Drama|Sport,6002756,20000000,7.2
Catherine Lough Haggquist,Darren Shahlavi,Karin Konoval,Uwe Boll,Horror|Sci-Fi,5132655,20000000,2.3
Scott Porter,Charlie Saxton,Ryan Donowho,Todd Graff,Comedy|Drama|Family|Music|Romance,5205343,20000000,6.4
Cameron Bright,Anne Heche,Danny Huston,Jonathan Glazer,Drama|Mystery|Romance|Thriller,5005883,20000000,6.1
David Oyelowo,Ashley Williams,Albert Brooks,J.C. Chandor,Action|Crime|Drama|Thriller,5749134,20000000,7.0
Landon Liboiron,Michael Greyeyes,Caroline Dhavernas,Paul Gross,Drama|History|Romance|War,,20000000,6.5
Dylan Authors,Bill Lake,Victoria Learn,Marc Abraham,Biography|Drama,4234040,20000000,7.0
Christian Bale,Heath Ledger,Tyrone Benskin,Todd Haynes,Biography|Drama|Music,4001121,20000000,7.0
Henry Cavill,Bruce Willis,Óscar Jaenada,Mabrouk El Mechri,Action|Thriller,3749061,20000000,4.9
Zachary Gordon,Maximilian Schell,Nora Zehetner,Rian Johnson,Adventure|Comedy|Drama|Romance,3519627,20000000,6.9
Philip Seymour Hoffman,Jennifer Jason Leigh,Samantha Morton,Charlie Kaufman,Comedy|Drama|Romance,3081925,21000000,7.5
Isabelle Adjani,Peter Coyote,Virginie Ledoyen,Jean-Paul Rappeneau,Comedy|Drama|Mystery|Romance|Thriller|War,2353728,20000000,6.9
Ray Winstone,Noah Taylor,Danny Huston,John Hillcoat,Crime|Drama|Western,1900725,2000000,7.4
Donny Boaz,Finn Wittrock,Brent Anderson,Angelo Pizzo,Biography|Drama|Sport,2246000,20000000,7.0
Damon Wayans,Jane Krakowski,Paula Garcés,Richard Benjamin,Comedy|Music,1646664,20000000,2.8
Christian Bale,Emily Watson,Sean Pertwee,Kurt Wimmer,Action|Drama|Sci-Fi|Thriller,1190018,20000000,7.5
Radha Mitchell,Guang Li,Matthew Walker,Roger Spottiswoode,Drama|War,1027749,40000000,7.1
Charlize Theron,Ellen Burstyn,Faye Dunaway,James Gray,Crime|Drama|Romance|Thriller,882710,24000000,6.4
Chazz Palminteri,Garrett Clayton,Toni Braxton,Matthew Diamond,Adventure|Family|Fantasy|Musical,1064277,20000000,6.7
Brad Pitt,Angelina Jolie Pitt,Melvil Poupaud,Angelina Jolie Pitt,Drama|Romance,531009,10000000,5.3
William Hootkins,Robin Atkin Downes,Rosalind Ayres,Katsuhiro Ôtomo,Action|Adventure|Animation|Family|Sci-Fi|Thriller,410388,2127519898,6.9
Gerard Butler,Costas Mandylor,Jimmy Jean-Louis,David Anspaugh,Drama|History|Sport,375474,20000000,6.2
Ryan Gosling,Kirsten Dunst,Frank Langella,Andrew Jarecki,Crime|Drama|Mystery|Romance|Thriller,578382,,6.3
Jiao Xu,Yuqi Zhang,Chi Chung Lam,Stephen Chow,Comedy|Family|Sci-Fi,206678,,6.5
Marco St. John,Laura Spencer,Anita Briem,Kevin Munroe,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,1183354,20000000,5.1
Al Pacino,Richard Schiff,Mark Webber,Daniel Algrant,Crime|Drama|Mystery,121972,22000000,5.5
Djimon Hounsou,Reeve Carney,Tom Conti,Julie Taymor,Comedy|Drama|Fantasy|Romance,263365,20000000,5.4
Emma Watson,Aaron Ashmore,Julian Richings,Alejandro Amenábar,Crime|Drama|Mystery|Thriller,54734,,5.7
Necar Zadegan,Traci Dinwiddie,Elea Oberon,Jane Clark,Romance|Short,,13000,5.2
Andy Lau,Sammo Kam-Bo Hung,Andy On,Daniel Lee,Action|Drama|History|War,,25000000,6.2
Gerard Butler,Nicholas Lea,Callum Rennie,Mike Barker,Crime|Drama|Thriller,,20000000,6.7
Leonard Nimoy,Phil LaMarr,Noureen DeWulf,Wayne Thornley,Adventure|Animation|Comedy|Family,,20000000,5.8
Mani Bharathi,Michael Lieber,Kevin McGowan,Gnana Rajasekaran,Biography|Drama|History,,,7.0
Joey D. Vieira,Maggie Wheeler,Jacqueline Lovell,Tom Walsh,Animation,,20000000,4.8
Robert De Niro,Jurnee Smollett-Bell,Edgar Ramírez,Jonathan Jakubowicz,Action|Biography|Drama|Sport,,20000000,7.2
Milla Jovovich,Roger Rees,Robert Forster,James McTeigue,Action|Crime|Thriller,,20000000,5.6
Nicolas Cage,Radha Mitchell,Jodi Lyn O'Keefe,Scott Walker,Crime|Drama|Mystery|Thriller,,27220000,6.4
Toby Jones,Sally Hawkins,Alan David,John Curran,Drama|Romance,8047690,19400000,7.5
Moritz Bleibtreu,Alexandra Maria Lara,Martina Gedeck,Uli Edel,Action|Biography|Crime|Drama,476270,20000000,7.4
Justin Timberlake,John Michael Higgins,Phyllis Smith,Jake Kasdan,Comedy,100292856,20000000,5.7
Dan Byrd,Lin Shaye,Julie Gonzalo,Mark Rosman,Comedy|Family|Romance,51431160,20000000,5.9
Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham,Steve Beck,Horror,41867960,20000000,5.5
Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson,Tyler Perry,Comedy|Drama,51697449,13000000,4.1
Kari J. Kramer,Erin O'Brien,Cabrina Collesides,Rob Hawk,Action|Drama,,27000000,5.0
Caroline Dhavernas,Scott Elrod,Kelli Barrett,Josh Gordon,Comedy|Drama|Romance,27758465,19000000,6.1
Taran Killam,David Agranov,David Moscow,Shawn Levy,Comedy|Romance,56127162,18000000,5.4
Mem Ferda,Dominic Cooper,Ludivine Sagnier,Lee Tamahori,Biography|Drama|Thriller,1357042,15000000,7.1
Mara Wilson,Colm Feore,Peter Fonda,Britt Allcroft,Adventure|Comedy|Drama|Family|Fantasy,15911333,19000000,3.6
Radha Mitchell,Glenn Morshower,John Aylward,Breck Eisner,Horror|Thriller,39103378,20000000,6.5
Bunta Sugawara,Ryûnosuke Kamiki,Miyu Irino,Hayao Miyazaki,Adventure|Animation|Family|Fantasy,10049886,19000000,8.6
Andy Lau,Michael Wong,Terence Yin,Alan Yuen,Action|Crime|Thriller,,,6.2
Emily Watson,Sophie Nélisse,Roger Allam,Brian Percival,Drama|War,21483154,19000000,7.6
Katrina Bowden,Michael Cudlitz,Alice Greczyn,Sean Anders,Adventure|Comedy|Romance,8396942,19000000,6.5
Adam Scott,Kaitlin Olson,Dominique McElligott,Anand Tucker,Comedy|Romance,12561,19000000,6.4
Topher Grace,Michael Biehn,Dan Fogler,Michael Dowse,Comedy|Drama|Romance,6923891,23000000,6.3
Holly Hunter,Rosie Perez,Dante Brown,Daniel Barnz,Drama,5308553,,6.4
Logan Lerman,Sarah Gadon,Tracy Letts,James Schamus,Drama,560512,,7.8
Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds,Andrew Douglas,Drama|Horror|Mystery|Thriller,64255243,19000000,6.0
Nicolas Cage,Meryl Streep,Roger Willie,Spike Jonze,Comedy|Drama,22245861,19000000,7.7
Tony Nappo,Shawn Roberts,Pedro Miguel Arce,George A. Romero,Horror,20433940,15000000,6.2
Louis Koo,Angelica Lee,Ching Wan Lau,Danny Pang,Action,,,5.7
Jennifer Garner,Tina Fey,Martin Starr,Ricky Gervais,Comedy|Fantasy|Romance,18439082,18500000,6.4
Craig Roberts,Carla Gallo,Ike Barinholtz,Nicholas Stoller,Comedy,150056505,18000000,6.4
Luenell,Ken Davitian,Chester,Larry Charles,Comedy,128505958,18000000,7.3
Linda Cardellini,Raquel Welch,Alanna Ubach,Robert Luketic,Comedy|Romance,95001351,18000000,6.2
Tom Wilkinson,Colm Feore,JR Bourne,Scott Derrickson,Drama|Horror|Thriller,75072454,20000000,6.7
Nicolas Cage,Lea Thompson,Quinton Aaron,Vic Armstrong,Action|Drama|Fantasy|Mystery|Thriller,13998282,16000000,3.1
